Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Rodríguez, Agustín Eloy",DEL,Independiente,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Valencia, José",DEL,Independiente,4000000,0,4,5,3,0,0,0,0,0,0,0,0,0,0,0,2,8,4,3,12,4,0,0,0,0,0,0,0,0,1,0,0,0
"Acosta Luna, Aín",ARQ,Lanús,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Avellaneda, Nicolás",ARQ,Lanús,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ibáñez, Matías",ARQ,Lanús,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Monetti, Fernando",ARQ,Lanús,5600000,9,8,2,9,5,7,1,5,5,3,3,4,5,9,6,13,64,4.92,15,81,5.4,0,0,0,0,16,0,0,5,2,0,0,0
"Araujo, Carlos",DEF,Lanús,3500000,5,5,5,7,6,7,3,4,7,0,3,5,4,6,0,11,57,5.18,13,67,5.15,0,0,0,0,0,0,0,6,6,0,0,0
"Barisone, Diego",DEF,Lanús,3400000,0,8,3,7,6,7,4,3,6,4,6,6,6,8,3,13,69,5.31,14,77,5.5,0,0,0,0,0,0,0,4,2,0,0,0
"Braghieri, Diego",DEF,Lanús,3900000,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,5,5,2,13,6.5,0,0,0,0,0,0,0,1,0,0,0,0
"Gómez, Gustavo",DEF,Lanús,3700000,9,8,6,5,6,7,0,3,4,4,3,7,4,6,0,11,55,5,13,72,5.54,0,0,0,0,0,0,0,6,5,0,0,0
"Monteseirín, Facundo",DEF,Lanús,1900000,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Silva, Alejandro",DEF,Lanús,2200000,0,0,0,0,0,0,0,0,3,3,0,6,0,0,4,4,16,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
"Velázquez, Maxi",DEF,Lanús,3800000,8,8,5,7,7,0,4,3,5,4,7,5,4,0,15,11,66,6,13,82,6.31,1,1,0,1,0,0,0,4,2,0,0,0
"Aguirre, Nicolás",VOL,Lanús,3900000,0,6,3,4,0,0,0,5,11,6,0,0,0,0,0,5,29,5.8,6,35,5.83,1,0,1,1,0,0,0,0,1,0,0,0
"Ayala, Víctor",VOL,Lanús,4300000,9,5,3,6,6,17,-2,6,6,12,5,15,6,5,9,13,94,7.23,15,108,7.2,3,3,0,0,0,0,4,0,5,0,1,0
"Bailone, Ignacio",VOL,Lanús,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benítez, Oscar",VOL,Lanús,3600000,6,0,0,4,7,4,5,5,0,0,0,6,14,5,4,10,54,5.4,11,60,5.45,1,1,0,1,0,0,0,0,0,1,0,0
"Cáceres, Maximiliano",VOL,Lanús,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fritzler, Matías",VOL,Lanús,4300000,6,4,1,0,6,6,5,5,0,3,0,0,0,6,7,8,39,4.88,10,49,4.9,0,0,0,0,0,0,0,0,2,1,0,0
"Ibañez, Joaquín",VOL,Lanús,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Leto, Sebastián",VOL,Lanús,4400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ortiz, Jorge",VOL,Lanús,4500000,5,6,5,5,14,12,4,4,9,6,3,2,5,6,6,13,81,6.23,15,92,6.13,2,2,0,1,0,0,1,0,3,1,0,0
"Pasquini, Nicolás",VOL,Lanús,3000000,0,0,0,0,6,5,5,0,0,0,5,5,6,5,0,7,37,5.29,7,37,5.29,0,0,0,0,0,0,0,0,0,0,0,0
"Acosta, Lautaro",DEL,Lanús,5000000,3,11,16,6,7,7,3,4,3,0,2,0,7,20,5,11,80,7.27,13,94,7.23,3,3,0,1,0,0,3,0,3,2,0,0
"Astina, Marcos",DEL,Lanús,1800000,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Di Renzo, Gonzalo",DEL,Lanús,500,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"González, Matías",DEL,Lanús,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"González, Sergio",DEL,Lanús,400,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Llinas, Matías",DEL,Lanús,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Melano, Lucas",DEL,Lanús,3400000,0,6,4,3,38,5,4,4,13,5,4,4,0,5,4,12,93,7.75,13,99,7.62,5,5,0,5,0,0,1,0,0,0,0,0
"Melivilo, Facundo",DEL,Lanús,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Valdez Chamorro, Jorge",DEL,Lanús,2500000,0,0,4,4,0,0,0,0,0,0,5,0,5,0,0,4,18,4.5,4,18,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Pocrnjic, Luciano",ARQ,Newells Old Boys,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,6,3,2,6,3,0,0,0,0,5,0,0,0,0,0,0,0
"Unsain, Luis",ARQ,Newells Old Boys,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ustari, Oscar",ARQ,Newells Old Boys,4700000,-1,8,8,6,11,4,8,8,2,8,9,5,3,0,0,11,72,6.55,13,79,6.08,0,0,0,0,13,0,1,6,2,0,0,1
"Baez, Gabriel",DEF,Newells Old Boys,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Cáceres, Marcos",DEF,Newells Old Boys,4300000,4,7,5,7,6,6,0,7,5,7,7,5,4,5,0,11,64,5.82,13,75,5.77,0,0,0,0,0,0,0,6,1,0,0,0
"Casco, Milton",DEF,Newells Old Boys,4400000,4,7,5,8,4,11,3,8,6,7,6,5,2,0,0,11,65,5.91,13,76,5.85,0,0,0,0,0,0,1,6,5,0,0,0
"Corvalán, Claudio",DEF,Newells Old Boys,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Escobar, Franco",DEF,Newells Old Boys,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,3,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0
"Fernández, Leandro (NOB)",DEF,Newells Old Boys,2000000,5,7,7,7,7,6,5,8,4,5,8,5,4,3,4,13,73,5.62,15,85,5.67,0,0,0,0,0,0,0,6,2,0,0,0
"López, Víctor",DEF,Newells Old Boys,5200000,0,8,7,8,6,3,4,7,0,0,5,5,0,5,4,10,54,5.4,11,62,5.64,0,0,0,0,0,0,0,5,2,0,0,0
"Martínez, Sebastián",DEF,Newells Old Boys,3600000,0,0,0,0,0,0,0,8,4,8,0,0,0,0,0,3,20,6.67,3,20,6.67,0,0,0,0,0,0,0,2,0,0,0,0
"Paz, Nehuén",DEF,Newells Old Boys,2100000,4,0,0,0,0,0,0,0,0,15,0,0,4,2,1,4,22,5.5,5,26,5.2,1,1,0,0,0,0,0,1,4,0,0,0
"Pollacchi, Maxi",DEF,Newells Old Boys,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Valle, Jonathan",DEF,Newells Old Boys,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Agüero, José",VOL,Newells Old Boys,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bernardello, Hernán",VOL,Newells Old Boys,3500000,-1,0,6,7,3,0,0,6,0,0,3,5,5,2,6,9,43,4.78,10,42,4.2,0,0,0,0,0,0,0,0,3,1,0,0
"Bustamante, Facundo",VOL,Newells Old Boys,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Castro, Alexis Nicolás",VOL,Newells Old Boys,4000000,0,5,6,6,14,3,4,6,4,5,4,5,0,5,5,12,67,5.58,13,72,5.54,1,1,0,1,0,0,0,0,1,0,0,0
"Faravelli, Lorenzo",VOL,Newells Old Boys,3400000,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Fattori, Federico",VOL,Newells Old Boys,1100000,6,0,0,0,0,0,2,0,0,6,0,0,4,0,0,3,12,4,4,18,4.5,0,0,0,0,0,0,0,0,1,0,0,0
"Figueroa, Víctor",VOL,Newells Old Boys,4400000,11,11,5,5,4,5,5,13,0,12,5,5,0,0,0,9,59,6.56,11,81,7.36,3,3,0,0,0,0,1,0,0,0,0,0
"Mateo, Diego",VOL,Newells Old Boys,3900000,0,0,0,0,0,0,0,13,5,11,6,2,0,5,3,7,45,6.43,7,45,6.43,1,1,0,0,0,0,1,0,1,1,0,0
"Neira, Juan",VOL,Newells Old Boys,1600000,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,2,8,4,2,8,4,0,0,0,0,0,0,0,0,2,0,0,0
"Orzán, Horacio",VOL,Newells Old Boys,3500000,0,5,0,6,5,4,3,0,0,5,4,5,0,0,0,7,32,4.57,8,37,4.63,0,0,0,0,0,0,0,0,2,0,0,0
"Rodríguez, Denis",VOL,Newells Old Boys,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rodríguez, Maxi",VOL,Newells Old Boys,8000000,9,14,3,20,2,4,0,5,4,5,6,5,14,7,0,11,75,6.82,13,98,7.54,6,4,2,2,0,0,1,0,3,1,0,0
"Silva, Iván",VOL,Newells Old Boys,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Torres, Joaquín",VOL,Newells Old Boys,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Villalba, Hernán",VOL,Newells Old Boys,3500000,3,5,5,4,6,6,5,0,4,0,0,0,4,0,0,7,34,4.86,9,42,4.67,0,0,0,0,0,0,0,0,1,0,0,0
"Figueroa, Leandro",DEL,Newells Old Boys,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fydriszewski, Francisco",DEL,Newells Old Boys,900,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,2,8,4,2,8,4,0,0,0,0,0,0,0,0,1,0,0,0
"Ponce, Ezequiel",DEL,Newells Old Boys,3500000,0,0,0,0,0,0,4,10,5,5,0,15,-1,0,4,7,42,6,7,42,6,1,1,0,0,0,0,2,0,1,1,0,0
"Scocco, Ignacio",DEL,Newells Old Boys,5500000,4,5,4,6,12,10,2,0,4,0,0,0,6,5,6,9,55,6.11,11,64,5.82,2,2,0,1,0,0,0,0,1,0,0,0
"Tévez, Mauricio",DEL,Newells Old Boys,2000000,5,0,0,0,0,0,0,6,5,0,0,5,3,4,4,6,27,4.5,7,32,4.57,0,0,0,0,0,0,0,0,1,0,0,0
"Tonso, Martín",DEL,Newells Old Boys,4100000,5,0,0,0,5,5,5,0,0,0,0,0,0,0,4,4,19,4.75,5,24,4.8,0,0,0,0,0,0,0,0,0,0,0,0
"Vieyra, Juan",DEL,Newells Old Boys,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Friedrich, Guillermo",ARQ,Nueva Chicago,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lanzillota, Federico",ARQ,Nueva Chicago,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sánchez, Alejandro",ARQ,Nueva Chicago,1000000,2,4,5,3,5,6,10,4,11,14,4,2,14,3,3,13,84,6.46,15,90,6,0,0,0,0,22,0,3,3,0,0,0,0
"Tauber, Nicolás",ARQ,Nueva Chicago,3800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Acevedo, Lucas",DEF,Nueva Chicago,2400000,5,0,0,0,0,0,0,0,0,0,0,0,8,4,2,3,14,4.67,4,19,4.75,0,0,0,0,0,0,0,1,1,0,0,0
"Arias, Mauricio",DEF,Nueva Chicago,2700000,5,4,5,0,0,0,0,5,5,6,0,4,7,0,0,8,32,4,10,41,4.1,0,0,0,0,0,0,0,4,1,2,0,0
"Aveldaño, Lucas",DEF,Nueva Chicago,4000000,0,13,6,3,17,6,4,5,0,0,4,4,8,5,5,11,67,6.09,12,80,6.67,2,2,0,1,0,0,0,1,2,0,0,0
"Caballero, Leandro",DEF,Nueva Chicago,2800000,0,0,0,0,3,4,2,0,0,0,0,0,0,0,0,3,9,3,3,9,3,0,0,0,0,0,0,0,0,2,0,0,0
"Caballero, Martín",DEF,Nueva Chicago,3400000,0,0,0,0,0,4,4,0,7,6,5,0,0,0,3,6,29,4.83,6,29,4.83,0,0,0,0,0,0,0,2,0,0,0,0
"Correa, Pablo",DEF,Nueva Chicago,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Espíndola, Rodrigo",DEF,Nueva Chicago,2100000,0,0,0,0,0,0,0,5,8,8,0,0,0,0,0,3,21,7,3,21,7,0,0,0,0,0,0,0,2,0,0,0,0
"Galarza, Marcos",DEF,Nueva Chicago,3700000,5,2,5,4,0,0,0,4,7,7,4,3,5,0,0,8,39,4.88,10,46,4.6,0,0,0,0,0,0,0,3,2,0,0,0
"Masuero, Abel",DEF,Nueva Chicago,4000000,6,1,5,5,4,3,-1,0,8,6,1,1,0,3,5,11,40,3.64,13,47,3.62,0,0,0,0,0,0,0,2,5,1,0,0
"Monteagudo, Juan Cruz",DEF,Nueva Chicago,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Sainz, Nicolás",DEF,Nueva Chicago,2000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benavídez, Exequiel",VOL,Nueva Chicago,3000000,0,5,4,5,0,3,4,0,0,0,0,0,0,0,4,5,20,4,6,25,4.17,0,0,0,0,0,0,0,0,1,0,0,0
"De la Fuente, Fernando",VOL,Nueva Chicago,1900000,0,0,0,0,4,0,0,0,0,0,0,6,6,5,3,6,24,4,6,24,4,0,0,0,0,0,0,0,0,2,1,0,0
"Gagliardi, Alejandro",VOL,Nueva Chicago,3900000,6,4,0,1,0,0,0,0,5,4,4,0,0,0,0,4,14,3.5,6,24,4,0,0,0,0,0,0,0,0,1,0,0,0
"Giménez, Nicolás",VOL,Nueva Chicago,400,0,0,0,0,3,0,0,5,0,0,3,4,0,0,0,4,15,3.75,4,15,3.75,0,0,0,0,0,0,0,0,2,0,0,0
"Lemos, Damián",VOL,Nueva Chicago,3800000,7,7,6,4,5,5,3,4,6,7,3,4,4,5,0,12,56,4.67,14,70,5,0,0,0,0,0,0,0,0,4,0,0,0
"Pansardi, Nahuel",VOL,Nueva Chicago,1000000,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,5,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0
"Prichoda, Lihué",VOL,Nueva Chicago,3800000,4,7,5,4,0,4,0,0,0,0,0,0,5,4,5,6,27,4.5,8,38,4.75,0,0,0,0,0,0,0,0,1,0,0,0
"Puch, Mariano",VOL,Nueva Chicago,2000000,5,0,0,0,9,6,6,5,5,5,5,4,4,0,0,9,49,5.44,10,54,5.4,0,0,0,0,0,0,1,0,1,0,0,0
"Ramírez Agudelo, José",VOL,Nueva Chicago,2300000,5,6,5,4,5,0,0,0,0,0,0,0,4,5,0,5,23,4.6,7,34,4.86,0,0,0,0,0,0,0,0,0,0,0,0
"Rizzo, Nicolás",VOL,Nueva Chicago,1400000,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Vera, Matías",VOL,Nueva Chicago,300,0,0,0,0,0,0,0,6,4,4,5,4,0,0,0,5,23,4.6,5,23,4.6,0,0,0,0,0,0,0,0,2,0,0,0
"Baldunciel, Lucas",DEL,Nueva Chicago,1600000,0,0,0,2,5,5,4,0,5,5,0,0,0,5,4,8,35,4.38,8,35,4.38,0,0,0,0,0,0,0,0,1,0,0,0
"Defederico, Matías",DEL,Nueva Chicago,4500000,6,7,0,5,6,4,5,4,0,0,0,3,0,0,4,7,31,4.43,9,44,4.89,0,0,0,0,0,0,0,0,0,0,0,0
"Gazale, Daúd",DEL,Nueva Chicago,2500000,0,0,0,0,6,0,0,0,0,0,2,0,5,0,3,4,16,4,4,16,4,0,0,0,0,0,0,0,0,1,0,0,0
"Gómez, Christian",DEL,Nueva Chicago,4700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lentini, Ramón",DEL,Nueva Chicago,2800000,10,14,4,3,0,0,4,0,0,0,0,4,5,4,4,7,28,4,9,52,5.78,2,0,2,1,0,0,1,0,0,0,0,0
"Ruiz, Pablo",DEL,Nueva Chicago,2000000,-1,0,0,0,0,0,0,9,5,6,6,5,4,4,3,8,42,5.25,9,41,4.56,1,1,0,0,0,0,0,0,3,1,0,0
"Solignac, Luis",DEL,Nueva Chicago,2000000,4,4,16,4,5,5,12,5,4,6,0,0,0,0,0,8,57,7.13,10,65,6.5,2,2,0,2,0,0,1,0,0,0,0,0
"Bilbao, Emanuel",ARQ,Olimpo de BB,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Champagne, Nereo",ARQ,Olimpo de BB,4200000,2,14,4,2,9,9,9,4,8,3,9,4,9,3,4,13,77,5.92,15,93,6.2,0,0,0,0,14,0,1,7,0,0,0,0
"Torres, Ignacio",ARQ,Olimpo de BB,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Viola, Ezequiel",ARQ,Olimpo de BB,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Furios, Iván",DEF,Olimpo de BB,4000000,2,6,5,0,6,8,8,6,6,4,5,2,0,5,0,10,55,5.5,12,63,5.25,0,0,0,0,0,0,0,6,5,0,0,0
"Herrera, Marcelo",DEF,Olimpo de BB,2100000,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,7,7,1,7,7,0,0,0,0,0,0,0,1,0,0,0,0
"Martínez, Adrián",DEF,Olimpo de BB,4000000,5,5,2,4,5,0,7,2,7,2,0,0,0,0,0,7,29,4.14,9,39,4.33,0,0,0,0,0,0,0,4,5,0,0,0
"Moiraghi, Néstor",DEF,Olimpo de BB,3500000,6,2,0,-1,0,6,7,3,7,0,0,5,8,4,6,9,45,5,11,53,4.82,0,0,0,0,0,0,0,5,1,2,0,0
"Parnisari, Ezequiel",DEF,Olimpo de BB,2600000,5,7,3,4,6,8,0,0,6,0,6,0,7,6,4,9,50,5.56,11,62,5.64,0,0,0,0,0,0,0,6,2,0,0,0
"Quiroga, Juan",DEF,Olimpo de BB,2900000,4,0,0,0,0,0,0,0,0,5,8,6,7,4,4,6,34,5.67,7,38,5.43,0,0,0,0,0,0,0,2,2,0,0,0
"Sills, Juan",DEF,Olimpo de BB,2900000,0,7,0,0,0,0,0,0,0,4,7,3,8,4,7,6,33,5.5,7,40,5.71,0,0,0,0,0,0,0,3,1,0,0,0
"Villanueva, Cristian",DEF,Olimpo de BB,3000000,0,0,5,3,6,6,6,5,6,0,7,0,0,0,0,8,44,5.5,8,44,5.5,0,0,0,0,0,0,0,5,3,0,0,0
"Acosta, Joel",VOL,Olimpo de BB,2600000,6,5,2,5,5,0,0,0,5,3,2,3,5,6,4,10,40,4,12,51,4.25,0,0,0,0,0,0,0,0,4,0,0,0
"Amoroso, Joel",VOL,Olimpo de BB,2500000,0,0,0,0,0,4,5,5,5,5,6,5,4,5,5,10,49,4.9,10,49,4.9,0,0,0,0,0,0,0,0,0,0,0,0
"Blanco, Jonatan",VOL,Olimpo de BB,2900000,12,4,5,0,0,0,0,0,2,5,4,19,6,5,5,8,51,6.38,10,67,6.7,2,2,0,2,0,0,1,0,4,0,0,0
"Bolaños, Alex",VOL,Olimpo de BB,3200000,0,0,0,4,3,2,5,5,0,0,3,0,0,0,0,6,22,3.67,6,22,3.67,0,0,0,0,0,0,0,0,3,0,0,0
"Cobo, Juan",VOL,Olimpo de BB,3100000,6,5,3,11,5,6,5,4,5,4,5,4,5,4,7,13,68,5.23,15,79,5.27,1,1,0,0,0,0,0,0,3,0,0,0
"Colace, Hugo",VOL,Olimpo de BB,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Encina, Hernán",VOL,Olimpo de BB,4500000,5,4,4,2,6,8,4,4,0,0,0,7,5,5,11,10,56,5.6,12,65,5.42,0,0,0,0,0,0,2,0,2,1,0,0
"Lincopan, José R",VOL,Olimpo de BB,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Mansilla, Jacobo",VOL,Olimpo de BB,3000000,5,5,0,4,5,3,2,4,4,0,0,5,5,6,10,10,48,4.8,12,58,4.83,1,1,0,0,0,0,0,0,3,0,0,0
"Porcari, Matías",VOL,Olimpo de BB,500,0,0,5,5,4,0,0,0,0,5,4,0,0,0,0,5,23,4.6,5,23,4.6,0,0,0,0,0,0,0,0,0,0,0,0
"Sosa, Diego",VOL,Olimpo de BB,2300000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vega, David",VOL,Olimpo de BB,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Veras Piris, Lucas",VOL,Olimpo de BB,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vidal, Marcelo",VOL,Olimpo de BB,3000000,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,4,4,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0
"Gaona Lugo, Orlando",DEL,Olimpo de BB,2000000,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,2,9,4.5,2,9,4.5,0,0,0,0,0,0,0,0,0,0,0,0
"Klusener, Gonzalo",DEL,Olimpo de BB,2000000,0,0,5,4,4,5,3,4,4,2,3,10,0,2,0,11,46,4.18,11,46,4.18,1,1,0,1,0,0,0,0,6,0,0,0
"Nequecaur, Luciano",DEL,Olimpo de BB,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Royón, Nicolás",DEL,Olimpo de BB,1900000,4,4,0,5,4,4,0,0,0,0,5,12,4,0,0,6,34,5.67,8,42,5.25,1,1,0,1,0,0,0,0,0,0,0,0
"Soñer, Javier",DEL,Olimpo de BB,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Susvielles, Joaquín",DEL,Olimpo de BB,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Tellas, Gabriel",DEL,Olimpo de BB,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Vidal, Norberto",DEL,Olimpo de BB,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Assmann, Fabián",ARQ,Quilmes AC,4000000,5,3,5,4,3,5,-1,4,5,0,0,0,0,0,0,8,25,3.13,10,33,3.3,0,0,0,0,18,0,0,0,1,0,0,0
"Benítez, Walter",ARQ,Quilmes AC,2600000,0,0,0,0,0,0,0,0,0,0,8,8,1,0,9,5,26,5.2,5,26,5.2,0,0,0,0,5,1,0,3,0,0,0,0
"Ledesma, Marcos",ARQ,Quilmes AC,1000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alegre, Alan",DEF,Quilmes AC,2200000,0,0,0,0,0,0,0,3,5,4,7,5,4,5,8,8,41,5.13,8,41,5.13,0,0,0,0,0,0,0,3,2,0,0,0
"Alvarado, Leonardo",DEF,Quilmes AC,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bontempo, Leonel",DEF,Quilmes AC,2500000,0,0,0,2,0,0,0,6,2,4,0,0,0,0,0,4,14,3.5,4,14,3.5,0,0,0,0,0,0,0,1,1,1,0,0
"Carli, Joel",DEF,Quilmes AC,3100000,5,6,5,4,4,5,3,3,6,2,0,0,5,3,0,10,40,4,12,51,4.25,0,0,0,0,0,0,0,0,5,0,0,0
"Fioramonti, Federico",DEF,Quilmes AC,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Malrechauffe, Damián",DEF,Quilmes AC,300,4,5,5,0,0,0,0,0,0,0,8,5,3,3,0,5,24,4.8,7,33,4.71,0,0,0,0,0,0,0,2,3,0,0,0
"Morales, Emanuel",DEF,Quilmes AC,1000000,4,5,3,0,0,0,0,0,0,0,7,5,5,5,6,6,31,5.17,8,40,5,0,0,0,0,0,0,0,3,3,0,0,0
