Jugador,Puesto,Equipo,Cotizacion,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,PCG,AcG,PrG,PCT,AcT,PrT,G,GJ,GP,GV,GR,GC,VF,VI,TA,TR,PE,PA
"Wilchez, Lucas",VOL,Tigre,3400000,7,6,7,6,6,5,5,0,13,0,0,6,0,6,6,9,60,6.67,11,73,6.64,1,1,0,0,0,0,0,0,0,0,0,0
"Correa, Erik José",DEL,Tigre,2700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Garate, Leandro",DEL,Tigre,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Janson, Lucas",DEL,Tigre,2000000,5,4,3,0,0,0,0,0,0,0,0,0,0,5,0,2,8,4,4,17,4.25,0,0,0,0,0,0,0,0,1,0,0,0
"Larrondo, Marcelo",DEL,Tigre,1000000,3,-1,0,9,11,12,6,4,3,5,5,3,0,5,4,11,67,6.09,13,69,5.31,3,3,0,2,0,0,0,0,4,1,0,0
"Leguizamón, Leandro",DEL,Tigre,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Luna, Carlos",DEL,Tigre,4500000,4,4,8,2,11,4,4,5,9,3,17,0,0,5,18,11,86,7.82,13,94,7.23,6,4,2,0,0,0,3,0,5,0,0,0
"Morales Neumann, Jerónimo",DEL,Tigre,2800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Rincón, Sebastián",DEL,Tigre,2000000,0,0,6,0,6,0,6,0,0,0,0,6,0,0,5,5,29,5.8,5,29,5.8,0,0,0,0,0,0,0,0,0,0,0,0
"Castro, Matías",ARQ,Unión de Santa Fe,3200000,0,2,5,11,3,2,0,0,0,0,0,0,0,0,0,4,21,5.25,5,23,4.6,0,0,0,0,9,0,1,0,1,0,0,0
